S9037opt5 flap_opt_7.4@70
 1.0000000     0.0000000
 0.9966026     0.0007363
 0.9915861     0.0018352
 0.9840686     0.0035051
 0.9758252     0.0053564
 0.9670284     0.0073431
 0.9577028     0.0094517
 0.9478724     0.0116683
 0.9375612     0.0139793
 0.9267926     0.0163710
 0.9155898     0.0188299
 0.9039755     0.0213429
 0.8919721     0.0238973
 0.8796017     0.0264809
 0.8668861     0.0290821
 0.8538466     0.0316902
 0.8405042     0.0342950
 0.8268795     0.0368871
 0.8129928     0.0394581
 0.7988642     0.0420000
 0.7845131     0.0445061
 0.7699588     0.0469699
 0.7552202     0.0493858
 0.7403159     0.0517488
 0.7252639     0.0540544
 0.7100821     0.0562986
 0.6947880     0.0584778
 0.6793987     0.0605887
 0.6639309     0.0626281
 0.6484011     0.0645934
 0.6328253     0.0664818
 0.6172191     0.0682909
 0.6015980     0.0700181
 0.5859769     0.0716612
 0.5703704     0.0732179
 0.5547929     0.0746859
 0.5392582     0.0760631
 0.5237800     0.0773474
 0.5083713     0.0785367
 0.4930452     0.0796290
 0.4778141     0.0806224
 0.4626902     0.0815152
 0.4476852     0.0823056
 0.4328106     0.0829922
 0.4180775     0.0835734
 0.4034967     0.0840481
 0.3890785     0.0844151
 0.3748330     0.0846736
 0.3607698     0.0848227
 0.3468982     0.0848621
 0.3332273     0.0847912
 0.3197656     0.0846101
 0.3065214     0.0843187
 0.2935026     0.0839176
 0.2807168     0.0834071
 0.2681711     0.0827880
 0.2558724     0.0820615
 0.2438272     0.0812286
 0.2320417     0.0802909
 0.2205215     0.0792501
 0.2092722     0.0781081
 0.1982988     0.0768671
 0.1876060     0.0755295
 0.1771982     0.0740978
 0.1670795     0.0725751
 0.1572534     0.0709644
 0.1477233     0.0692689
 0.1384920     0.0674924
 0.1295624     0.0656384
 0.1209364     0.0637112
 0.1126162     0.0617148
 0.1046031     0.0596537
 0.0968983     0.0575327
 0.0895028     0.0553566
 0.0824169     0.0531305
 0.0756408     0.0508598
 0.0691742     0.0485500
 0.0630166     0.0462069
 0.0571669     0.0438365
 0.0516240     0.0414450
 0.0463862     0.0390387
 0.0414514     0.0366244
 0.0368173     0.0342088
 0.0324811     0.0317991
 0.0284399     0.0294024
 0.0246902     0.0270263
 0.0212281     0.0246785
 0.0180497     0.0223669
 0.0151503     0.0200996
 0.0125252     0.0178850
 0.0101692     0.0157317
 0.0080767     0.0136484
 0.0062418     0.0116442
 0.0046582     0.0097285
 0.0033194     0.0079108
 0.0022184     0.0062009
 0.0013479     0.0046093
 0.0007002     0.0031466
 0.0002778     0.0018646
 0.0000622     0.0008243
 0.0000000     0.0000000
 0.0001904    -0.0013328
 0.0008338    -0.0027317
 0.0020556    -0.0041868
 0.0038701    -0.0055983
 0.0062320    -0.0069176
 0.0091277    -0.0081461
 0.0125432    -0.0092855
 0.0164649    -0.0103375
 0.0208792    -0.0113038
 0.0257727    -0.0121861
 0.0311319    -0.0129863
 0.0369436    -0.0137062
 0.0431945    -0.0143475
 0.0498715    -0.0149121
 0.0569615    -0.0154018
 0.0644517    -0.0158185
 0.0723293    -0.0161639
 0.0805813    -0.0164400
 0.0891953    -0.0166486
 0.0981586    -0.0167915
 0.1074587    -0.0168707
 0.1170833    -0.0168882
 0.1270201    -0.0168458
 0.1372568    -0.0167455
 0.1477814    -0.0165893
 0.1585819    -0.0163793
 0.1696463    -0.0161174
 0.1809629    -0.0158057
 0.1925197    -0.0154464
 0.2043054    -0.0150416
 0.2163082    -0.0145933
 0.2285167    -0.0141039
 0.2409195    -0.0135756
 0.2535055    -0.0130105
 0.2662633    -0.0124111
 0.2791819    -0.0117795
 0.2922503    -0.0111183
 0.3054576    -0.0104297
 0.3187929    -0.0097162
 0.3322456    -0.0089802
 0.3458051    -0.0082243
 0.3594607    -0.0074509
 0.3732020    -0.0066626
 0.3870188    -0.0058621
 0.4009006    -0.0050518
 0.4148374    -0.0042346
 0.4288191    -0.0034130
 0.4428356    -0.0025898
 0.4568772    -0.0017677
 0.4709339    -0.0009496
 0.4849962    -0.0001382
 0.4990543     0.0006637
 0.5130987     0.0014531
 0.5271201     0.0022272
 0.5411090     0.0029831
 0.5550563     0.0037180
 0.5689527     0.0044290
 0.5827892     0.0051132
 0.5965569     0.0057679
 0.6102468     0.0063903
 0.6238502     0.0069777
 0.6373584     0.0075276
 0.6507628     0.0080375
 0.6640548     0.0085051
 0.6772261     0.0089282
 0.6902683     0.0093050
 0.7031732     0.0096337
 0.7159326     0.0099128
 0.7285385     0.0101411
 0.7409830     0.0103178
 0.7532581     0.0104422
 0.7653562     0.0105142
 0.7772695     0.0105339
 0.7889904     0.0105018
 0.8005114     0.0104186
 0.8118252     0.0102857
 0.8229245     0.0101046
 0.8338019     0.0098773
 0.8444504     0.0096060
 0.8548630     0.0092934
 0.8650326     0.0089423
 0.8749526     0.0085558
 0.8846160     0.0081373
 0.8940162     0.0076902
 0.9031467     0.0072183
 0.9120010     0.0067253
 0.9205727     0.0062150
 0.9288554     0.0056913
 0.9368431     0.0051579
 0.9445295     0.0046187
 0.9519087     0.0040774
 0.9589747     0.0035375
 0.9657216     0.0030026
 0.9721438     0.0024759
 0.9782357     0.0019608
 0.9839915     0.0014603
 0.9894059     0.0009773
 0.9943756     0.0005240
 0.9977187     0.0002139
 1.0000000     0.0000000
