Polyline=true		
1	275	0
1	274.065715	0.2024825
1	272.6861775	0.50468
1	270.618865	0.9639025
1	268.35193	1.47301
1	265.93281	2.0193525
1	263.36827	2.5992175
1	260.66491	3.2087825
1	257.82933	3.8443075
1	254.867965	4.502025
1	251.787195	5.1782225
1	248.5932625	5.8692975
1	245.2923275	6.5717575
1	241.8904675	7.2822475
1	238.3936775	7.9975775
1	234.807815	8.714805
1	231.138655	9.431125
1	227.3918625	10.1439525
1	223.57302	10.8509775
1	219.687655	11.55
1	215.7411025	12.2391775
1	211.73867	12.9167225
1	207.685555	13.581095
1	203.5868725	14.23092
1	199.4475725	14.86496
1	195.2725775	15.482115
1	191.0667	16.081395
1	186.8346425	16.6618925
1	182.5809975	17.2227275
1	178.3103025	17.763185
1	174.0269575	18.282495
1	169.7352525	18.7799975
1	165.43945	19.2549775
1	161.1436475	19.70683
1	156.85186	20.1349225
1	152.5680475	20.5386225
1	148.296005	20.9173525
1	144.0395	21.270535
1	139.8021075	21.5975925
1	135.58743	21.897975
1	131.3988775	22.17116
1	127.239805	22.41668
1	123.11343	22.63404
1	119.022915	22.822855
1	114.9713125	22.982685
1	110.9615925	23.1132275
1	106.9965875	23.2141525
1	103.079075	23.28524
1	99.211695	23.3262425
1	95.397005	23.3370775
1	91.6375075	23.31758
1	87.93554	23.2677775
1	84.293385	23.1876425
1	80.713215	23.07734
1	77.19712	22.9369525
1	73.7470525	22.7667
1	70.36491	22.5669125
1	67.05248	22.337865
1	63.8114675	22.0799975
1	60.6434125	21.7937775
1	57.549855	21.4797275
1	54.53217	21.1384525
1	51.59165	20.7706125
1	48.729505	20.376895
1	45.9468625	19.9581525
1	43.244685	19.51521
1	40.6239075	19.0489475
1	38.0853	18.56041
1	35.62966	18.05056
1	33.25751	17.52058
1	30.969455	16.97157
1	28.7658525	16.4047675
1	26.6470325	15.8214925
1	24.61327	15.223065
1	22.6646475	14.6108875
1	20.80122	13.986445
1	19.022905	13.35125
1	17.329565	12.7068975
1	15.7208975	12.0550375
1	14.1966	11.397375
1	12.756205	10.7356425
1	11.399135	10.07171
1	10.1247575	9.40742
1	8.9323025	8.7447525
1	7.8209725	8.08566
1	6.789805	7.4322325
1	5.8377275	6.7865875
1	4.9636675	6.1508975
1	4.1663325	5.52739
1	3.44443	4.918375
1	2.79653	4.3262175
1	2.2210925	3.75331
1	1.716495	3.202155
1	1.281005	2.6753375
1	0.912835	2.17547
1	0.61006	1.7052475
1	0.3706725	1.2675575
1	0.192555	0.865315
1	0.076395	0.512765
1	0.017105	0.2266825
1	0	0
1	0.05236	-0.36652
1	0.229295	-0.7512175
1	0.56529	-1.15137
1	1.0642775	-1.5395325
1	1.7138	-1.90234
1	2.5101175	-2.2401775
1	3.44938	-2.5535125
1	4.5278475	-2.8428125
1	5.74178	-3.108545
1	7.0874925	-3.3511775
1	8.5612725	-3.5712325
1	10.15949	-3.769205
1	11.8784875	-3.9455625
1	13.7146625	-4.1008275
1	15.6644125	-4.235495
1	17.7242175	-4.3500875
1	19.8905575	-4.4450725
1	22.1598575	-4.521
1	24.5287075	-4.578365
1	26.993615	-4.6176625
1	29.5511425	-4.6394425
1	32.1979075	-4.644255
1	34.9305275	-4.632595
1	37.74562	-4.6050125
1	40.639885	-4.5620575
1	43.6100225	-4.5043075
1	46.6527325	-4.432285
1	49.7647975	-4.3465675
1	52.9429175	-4.24776
1	56.183985	-4.13644
1	59.484755	-4.0131575
1	62.8420925	-3.8785725
1	66.2528625	-3.73329
1	69.7140125	-3.5778875
1	73.2224075	-3.4130525
1	76.7750225	-3.2393625
1	80.3688325	-3.0575325
1	84.00084	-2.8681675
1	87.6680475	-2.671955
1	91.36754	-2.469555
1	95.0964025	-2.2616825
1	98.8516925	-2.0489975
1	102.63055	-1.832215
1	106.43017	-1.6120775
1	110.247665	-1.389245
1	114.080285	-1.164515
1	117.9252525	-0.938575
1	121.77979	-0.712195
1	125.64123	-0.4861175
1	129.5068225	-0.26114
1	133.373955	-0.038005
1	137.2399325	0.1825175
1	141.1021425	0.3996025
1	144.9580275	0.61248
1	148.804975	0.8203525
1	152.6404825	1.02245
1	156.4619925	1.217975
1	160.26703	1.40613
1	164.0531475	1.5861725
1	167.81787	1.7573325
1	171.558805	1.9188675
1	175.27356	2.07009
1	178.95977	2.2103125
1	182.61507	2.3389025
1	186.2371775	2.455255
1	189.8237825	2.558875
1	193.37263	2.6492675
1	196.881465	2.72602
1	200.3480875	2.7888025
1	203.770325	2.837395
1	207.1459775	2.871605
1	210.472955	2.891405
1	213.7491125	2.8968225
1	216.97236	2.887995
1	220.140635	2.865115
1	223.25193	2.8285675
1	226.3042375	2.778765
1	229.2955225	2.7162575
1	232.22386	2.64165
1	235.087325	2.555685
1	237.883965	2.4591325
1	240.611965	2.352845
1	243.2694	2.2377575
1	245.854455	2.114805
1	248.3653425	1.9850325
1	250.800275	1.8494575
1	253.1574925	1.709125
1	255.435235	1.5651075
1	257.6318525	1.4184225
1	259.7456125	1.2701425
1	261.7748925	1.121285
1	263.7180425	0.9728125
1	265.57344	0.825715
1	267.339545	0.6808725
1	269.0148175	0.53922
1	270.5976625	0.4015825
1	272.0866225	0.2687575
1	273.45329	0.1441
1	274.3726425	0.0588225
1	275	0
